사투리,표준어
겅행으네 ,그래서
무시거,무슨
무시건가,뭐였나?
@이름6이영,@이름5이랑
햄신가?,하나?
드네?,들잖아?
돈을이,돈을
없었으면이,없었으면
더이,더
썼댄,썼대
이백만원이연,이백만원이였어
가네?,가잖아?
틀어지는게이,틀어지는게
너무이,너무
막는거를이,막는거를
무계획이랑이,무계획이랑
생각하면이,생각하면
의문인게이,의문인게
같은데는이,같은데는
얼마연?,얼마였어?
넘언?,넘었어?
수가이,수가
했언?,했었언?
됐언,됐었어
안 된,안됬어
많다이,많다
가고싶고이,가고싶고
탔언?,탔었어?
같은데연,같은데였어
묶여가지고이,묶여가지고
어떡핸?,어떡했어?
보연?,보였어?
됬겐,됬겠어
안완,안왔어
안됀,안됬어
생각해보니까이,생각해보니까
보는거,보는거야
보는거?,보는거야?
처인,처해있어
나왔는데이,나왔는데
잘못된?,잘못됬어?
삼등이연,삼등이였어
갔다는거,갔다는거야
다른게이,다른게
있고이,있고
붙이고심,붙이고 싶어
냅둬부러,내버려 둬
냅둬부러네,내버려둬잖아
냅둬부러도,내버려둬도
한거?,한 거야?
들어봠쪄,들어본다
보고완?,보고왔어?
똑간,똑같아
한거닮아,한 거 같아
돼인,돼있어
계약한거?,계약한 거야?
거슬리는거,거슬리는 거야
따뜻한거,따뜻한 거야
따뜻한거?,따뜻한 거야?
하는거?,하는 거야?
추워가지고,추워서
더원,더웠어
따뜻했언?,따뜻했어?
안나가가지고,안 나가서
내려올꺼?,내려올 거야?
안올꺼?,안 올 거야?
어디?,어디야?
안봐봔?,본 적 없어?
생겼네?,생겼잖아?
신기한디,신기한데
있는거네,있는 거잖아
못쉬네?,못 쉬잖아?
쉬네,쉬잖아
안써가지고,안 써서
되는거?,되는 거야?
되는거,되는 거야
없었던거?,없었던 거야?
다먹언,다 먹었어
다먹언?,다 먹었어?
찾으맨,찾아
여긴,여기 있어
안먹으맨?,안 먹어?
있겐?,있겠어?
토핸?,토했어?
할수인,할 수 인
붙이는거?,붙이는 거야?
자맨?,자?
나가지고,나서
지난?,지났어?
같아가지고,같아서
고픈거,고픈 거야
올라오는거,올라오는 거야
괜찮아젼,괜찮아졌어
못들언,못 들었어
앉아있언,앉아있었어
어떵됀?,어떻게 됐어?
맞안,맞았어?
방구껸?,방귀 뀌었어?
방구,방귀
껴버련,뀌어버렸어
못들어신디,못 들었는데
잘안됀,잘 안됐어
얇지안?,얇지 않아?
하지말게,하지 말자
요쪽만,이쪽만
두꺼워가지고,두꺼워서
그기가,거기사
풀어신디,풀었는데
풀어줜,풀어줬어
빵터지시는거?,빵 터지시는 거야?
소리랜,소리래
만나가지고,만나서
꺼낸거,꺼낸 거야
하션,하셨어
엄?,없어?
된거?,된 거야?
한거,한 거야
넣었댄,넣었대
넣언,넣었어
된거,된 거야
망핸,망했어
싫어젼,싫어졌어
전화해봐부러,전해해봐
훔쳐간?,훔쳐갔어?
갈꺼?,갈 거야?
일로와,이리와
있는거?,있는 거야?
드는거?,드는 거야?
보이네,보이잖아
냉장고연,냉장고였어
멀어?,멀거든?
포함된거,포함된 거야
괜찮지안?,괜찮지 않아?
넓지안?,넓지 않아?
아니던디?,아니던데?
할거,할 거야
넘네,넘잖아
살라고,사려고
안핸?,안 했어?
산거?,산 거야?
조립식이네,조립식이잖아
비싸겐?,비싸겠어?
나말이,내 말이
찾아주,찾아줘
받는거?,받는 거야?
나오는거?,나오는 거야?
써봔?,써봤어?
쓴댄,쓴대
써놔야겐,써놔야겠어
싶은거?,싶은 거야?
애매하네?,애매하잖아?
꾸미맨?,꾸며?
꾸밀려고,꾸미려고
편인디,편인데
어느거?,어떤 거?
고르맨?,말하는거니?
생각난,생각났어
울엄시?,울고 있어?
딴?,땄어?
딴,땄어
아니라부난,아니니까
부애나는,화가나는
시작이라,시작이야
올랐댄,올랐다고
곧드라,말하더라
써부런,써 버렸어
좋을커라,좋겠다
났져게,났네
들어오자네,들어오잖아
많댄,많다고 하더라고
만텐은,많다고는
공부해그네,공부해서
따민,따면
초리라,차려
말라,하지 마
퇴직했댄,퇴직하셨대
적금인디,적금인데
메께라,웃겨라
했댄,했데요
마라,말고
골았져,말했어
많댄,많다고
빌려그네,빌려서
썼당,썼다가
이신디게,있는데
행,하는
빌련,빌렸어
빌려가멍?,빌리면서?
돌려달랜,돌려달라는 거야
돌려줬주,돌려줬지
했어부난,하니까
빌려줘신디?,빌려줬는데?
빌려줜,빌려줬어
넣어그넹,넣어서
경해야주,그렇게 해야지
지나가멍,지나가면서
그래사주게,그래야지
물어봤언,물어봤었어
들었어부난,들어서
빌려줘가멍,빌려주면서
닮다,같다고
곧긴,말하긴
곧더라,말하더라
급해시민,급했으면
말해실거니,말했을까
말이녠,말이냐고
남자영,남자랑
여자영,여자랑
이시녠,있냐고
곧는거라,말하는 거야
생각해시민,생각했으면
아니,아니였어
째잴한,짜잘한
잘했쪄게,잘했어
들었겐,들었겠어
잘해주는난,잘해주니까
봠신가?,보나?
줬댄,줬데요
이랬댄,이랬데
겅해야지,그래야지
봐부난,봤어서
빌려줘그네,빌려주고
말아불지,말지
말아사켜,말아야지
영해그네,이래서
잘해나부난,잘해서
써부는,써버리는
곱저놓거든,감춰두거든
구신,귀신 여기서는 비하
생기민,생기면
주댕이들에,입에
곱져놓고,감추고
있져게,있어
겅했다고,그랬다고
즐겨보난,즐겨보니까
오래간,오래갔어
들어왔주,들어왔지
사라져부러,사라저버려
어디가신지,어디갔는지
하다보난,하다보니까
어디꺼?,어디꺼야?
힘들거라,힘들거야
거,거기
돌아가션,돌아가셨대
하다보난,하니까
거라부난,거니까
피곤하네,피곤하잖아
다니당보난,다니다보니까
배달할커냐,배달하겠냐
겅한,그런
다닐거니,다니겠냐
생일날랑,생일날에
설렀져,포기했어
재라게,정말
맛있어부난,맛있어서
달주,달지
먼언,먹었어
짜글락,조그마하게
먹었어신디,먹었는데
찌그레기,작은 거
꾸면,꾸몄어
붙여신디도,붙였는데도
갱이,그래서
떨어지는디,떨어리는데
들어오는거라,들어오는 거야
들어왕보난,들어와서보니까
들어와보난,들어와보니까
써야된댄,써야된다고
꾸며시난,꾸몄으니까
불러그네,불러서
들어갈까부댄,들어갈까봐
안불렁,안 부르고
좋을건디,좋았을텐데
불렁,부르고
불고행,불고
들어완,들어왔어
시켰네,시켰잖아
바게트영,바게트랑
감자영,감자랑
씌워그네,쓰고
하다그네,하다가
우는거라,우는거야
하여시,하고
경허단,그러다가
날이네,날이잖아
(이거를 해서)) 속상한 (생이라,모양이야
울컥한생,울컥한 모양이야
가져와그네,가져와서
해본댕,해본다고
시험해본댄,시험해본다고
연결해그네,연결해서
틀언,틀었어
재미난,재미있는
틀어봐신디,틀어봤는데
별론거,별로인 거야
재미나게,재밌게
틀어봐신디,틀었는데
새로원,새로웠어
귀여워신디,귀여웠는데
알고보난,알고보니까
보다보난,보다보니까
원이영,원이랑
투영,투랑
재미나게,재미있게
어실켜,없겠다
재미지켜,재미있겠다
영해야대부난,해야해서
봐야될커라,봐야겠어
해놔야주게,해야지
넓어부난,넓어서
닮아그네,같아서
차게,차근
나감서,나간다
설러,그만해
그네난,그러니까
헤그네,해서
딱이여,딱이다
적엉놔둬,적어놔둬
된댄해라,된다고 하더라
써이서,쓰여있어
거주,거죠
하수다.,많아요.
합디다.,하더라고요.
졸영,졸여서
모냥,마냥
호끔,약간
좋댄마심.,좋대요.
피쉬콜라겐이랜,피시콜라겐이라
햄수게.,하잖아요.
먹넨,먹는다고
햄수게.,하더라고요.
겅해가지고도,그래가지고
노믄,놓으면
좋댄하더라,좋다더라
예방된댄,예방된다고
넘기지말랜,넘기지 말래
줘냐,줬냐
어디시난?,어디서 났어?
받읍디강?,받았어요?
줌이랑말앙,주긴 커녕
이서나신고?,있었나?
줘신고,줬지
섞으난,섞으니까
섞으고,섞고
어떵해니?,어떻니?
아니광,아닙니까
먹어그넹,먹고 나서
아픕디다.,아팠어요.
놔분거,놔버린
처음이라부난,처음이라서
받아신가,받았나
어떵해신가,어떻게 됐는가
겅한댄,그렇게 한다고
허맨,해
챙겨사,챙겨야
먹어사될건디,먹어야 될 건데
가졍오라,가져와라
해놩,해 놔서
덜엉가꽈?,덜어서 갈꺼?
도랜,달라고
하쿠다.,할게요.
자이한테,걔한테
와보크매,와 볼 테니
아부지,아버지
가졍와보께,가져와볼게
자락?,씩이나?
주문행,주문해서
좋안게.,좋았어요.
아방도,아버지도
먹어나고,먹었었고
겡행,그렇게 해서
겅허난에,그러니까
될건디,될 건데
먹엉게만은,먹더니
괜찮댄허멍,괜찮다 하면서
가뿐하댄,가뿐하대
알아점시냐,알아지겠냐
먹으맨,먹고 있어
담가줘나난,담가줬웠어
걸러내불고,걸러내버리고
서텅,섞어서
독허지,독하지
겅허난이구나,그래서구나
대껴불카행,던져버릴까 하고
내부렁,내버렸다가
주드라,주더라
희석행,희석해서
독허드라고,독하더라고
캐그넹,해서
틀리댄,틀리대
좋안게만은,좋았는데
긴가,맞나
알아지켜,알아지겠네
비싸매,비싸다
되매,돼
영이라도,이렇게라도
맥여사되크라,먹여야 되겠어
아니랜합디다.,아니라고 하더라고요.
솔찐댄해라,살찐다고 하더라
많아부난,많기 때문에
고팜수다.,고파요.
해먹어사되켜.,해먹어야 되겠어요.
먹읍디광?,드셨어요?
유명한댄헌디,유명하다고 한 곳
먹었시냐면은,먹었냐면
콜라겐인디,콜라겐인데
나오드라,나오더라
나와나서,나왔었어
안해놔신디,안 했었는데
먹을거랜,먹을거라고
먹읍니다만은,먹습니다만
징그럽주게,징그럽잖아
이상행,이상해서
아프젠,아프려고
되사주,돼야지
좋아해가믄,좋아해가면
탁해부니까,탁해버리니까
봐수광?,봤습니까?
봅서.,보세요.
원장이랜,원장이라고
소식해사,소식해야
되쿠다게.,되겠어요.
말하당보난,말하다 보니까
가불고,가 버리고
아이한티도,아이한테도
섞영,섞여서
맥여가나난,먹여 놓으니까
길들여졍,길들여져서
먹크라,먹을게
겅하멍,그렇게 하면서
놓으맨?,놓니?
뜯엉,뜯어서
먹엄구나,먹는구나
아프켜,아프겠네
좋으꽈?,좋습니까?
댕경,다니며
흘리멍,흘리면서
말하당,말하다
되수다.,됐어요.
다음에랑,다음에
보게마심.,봅시다.
폭삭,팍
속았져.,고생했다.
고생했수다.,고생했어요.
말허여그넹,말하면서
먹엄시거우다.,먹고 있을거에요.
먹어사쿠다.,먹어야겠어요.
들어갑서.,들어가세요.
알았저,알았어
허단,하다가
아팠댄허난,아팠다고 하니까
못햄서라,못하더라
왕게,오더라고
매겨져서게,먹일 수 있겠니
맥이난,먹이니까
할망이가난,할머니지만
어떵허코,어떡할까요
해가난에,하니까
불르난에,부르니까
뚜드리멍,두드리면서
생이라,거 같아
맞아보곡,맞아보고
강보면,가서 보면
어떵허난예,어떻게 하나면
젊으난,젊으니까
나슬거,나을 거에요
어멍해난,어머니인
선배난,선배니깐
고생허난,고생하니까
베어십디다,배웠더라고요
저이,저
아픈건이,아픈건
놓으면이,놓으면
해라게만,하더라고
돌려간양,달려가서
주사산디양,주사를 사는데요?
아파댔허난,아팠다고 하니까
가야주,가야지
말주,말아야지
해남신디,하는데
누게,누구를
누겔,누구를
데려사,데려가야
촘아보게,참아보자
어떵하느니게,어떻게 해요
조드라도,쪼들려도
행 ,해서
해보쿠다,해볼게요
맞곡,맞고
헌,해서
가슴데령,가슴 데리고
버르민,버리려고 하면
꺼정,하지
고망,구멍
꺼정,까지
못행게,못해서
영행으네,이렇게 해서
문짝문짝,슬금슬금
끄시멍끄시멍,끌면서
아장,앉아서
헌,하고
사나네,살고
되고양,되고요
전화행,전회해서
허멍으난,하니깐
바꾼거라,바꾼 거야
아니,아니에요
거난,그러니
때랑,때에
외삼친네,외삼촌네
탕,갖고
외삼춘네,외삼촌네
보잰하면,보려고 하면
어려웠주게,어려웠었죠
가저오랜,가져오라고
속았주,힘들었지
살아서,살아서
어시난 ,없으니까
그때부터양,그때부터
허리가양,허리가
않해연 ,않아서
영해도,이렇게 해도
일어난,일어나서
시작했주기게,시작했었지
거는,걔는
쬐끄만하게,조그만하게
나신디,낳았는데
키앙,키우고
오난에,오니까
투드려,두드려
들엄고,틀고
겅핸,그렇게 해서
파는디,파는 곳
딘,곳은
골앙보민양,말하보면
푸대로,포대로
시작해영,시작해서
아라지쿠과,알겠니
놓을때난,놓을 때니까
시작헌,시작한
거게,거야
성공허연,성공해서
해줬수게,해줬었지
된댄핸,된다고 해서
해곡,하고
우리도양,우리도
봐서,봤어
어땐허연양,없다고 해서
삽디다게,살더라고요
서랜,사라고
주고양,주고
때도양,때도
허끔썩허끔썩,조금씩 조금씩
낫당행게,낫다고 하더라고
지제도,이제도
나면양,되면
텃밭이서,텃밭에서
보내와,보내서 와
거져와,가져와
개하곡,명하고
동갑이라,동갑이였어
의지했주게,의지했었지
족은놈도,작은 애도
곹은,같은
오곡 ,오고
족은놈하고,작은 애하고
족은놈,작은 애
나오곡,나오고
의지허멍양,의지하면서
물어보민,물어보면
요망졍,똘똘해서
벌렁벌렁와,자주자주와
영하난,이렇게 하니까
지금도양,지금도
뭐햄시내,뭐한다고
영햄시냐,이렇게 한다고
곧곡양,말하고
괴로와지믄,괴로워지면
어떵햄시니게,어떡하고 있어요
살암시니,살고 있니
추룩,같이
되시면,됐으면
올라오곡,올라오고
갚암쭈게,갚고 있지
부족허민,부족하면
호끔 ,조금
날때는,낳을 때는
키우멍,키우면서
허곡허면,하고하면
쳐서게,쳤었어
안아가멍,안아가면서
해난,하면서
못헙겁니다게,못할 거에요
겁나곡,겁나고
오잰,오려고
허면양,하면
생일날이영,생일이랑
어버이날이영,어버이날이랑
식계맹질날,제사명절날
구축시키난,그렇게 시키니까
알고게,알고
다니곡,다니고
똥가방,귀저기가방
지곡,지고
개지곡,명 데리고
갈아탕,갈아타서
오잰하면,오려고 하면
애기아방,아기아빠
헌티,한테
가져,갈 수 있어
살게,살자
옆에고게,옆에고
오믄게,오면
말들어나난,들어보니까
살앙보난,살고 보니까
못허커라랜,못 하겠다고 하더라고
적었주,적었죠
들언,듣고
된게,됐더라고
겅해,그렇게 해서
돼언,됐어
맡겨주곡,맡겨주고
맡어난예,맡았었어
잘돼신게,잘 됐네
잘돼언예,잘 돼서
사카부댄,살 거 같아서
되부렁,되버려서
시어멍이영,시어머니하고
골았다골았닥,말했다고 말했다고
빌잰허난양,빌리려고 하는데
소십만,사십만
좋안,좋아서
빌려난,빌려서
원이믄게,원이면
거주기게,거지
공부허곡,공부하고
어느재랑,언제
영해도,이렇게해도
알뜰행,알뜰해서
모으난양,모으니까
모아졌주게,모아졌지
내불꺼민,냅둘 거면
팔거랜,팔 거라고
걸엉,해서
살거난,살 거니까
지내당,지내다가
안하곡,안 하고
해신디,했는대
가걸랑,가면
짓잰,지으려고
영허면,이렇게 하면
어떵허코,어떨까
허라게,해라
선생허난,선생님하니까
좋고게,좋고
살아난,살면서
매느리난,며느리니까
고치멍,고치면서
써불고,써버리고
썽게,썼더라고
그 집이,그 집에
들어강으네,들어가서
써버렴댄,써버리고 있대
허영,하면서
빌어져게,빌릴 수 있어
팔아사서,팔아서
살주기게,살아야지
못모이댄,못 모인다고
조들어간다,쪼들린다
조들어,쪼들려
어느제,언제
빔과,빌리냐
놈도,남도
점방허멍,점방 하면서
빌건디,빌릴 건데
점방허는,점방하는
벌어날,벌
있곡양,있고
불편하난,불편하니까
족고,작고
튿엉으네,뜯어서
좋으난예,좋으니까
가쿠댄,가겠습니다
불구허곡,불구하고
먹어야주,먹어야지
시어멍 이영,시어머니랑
먹읍니까,먹습니까
먹어사주기,먹어야지
먹어불믄,먹어버리면
어느제랑,언제
살잰,살려고
며느리영,며느리랑
해먹어집니까,해서 먹을 수 있습니까
어멍네영,엄마네랑
살잰,사려고
살잰허난양,살려고 하니까
시아버지가양,시아버지가
거아니,거 아니야?
허민,히먄
바꾸랜,바꾸래
놨주지게,놨었지
바꾸래난,바꾸라니까
사켄허난,살겠다고 하니까
곧는대로들으라,말하는 대로 들어라
영허난,이렇게 하니까
아녀게,아니야
허곡하난이,하고 하니까
줬저만은,줬지만
게양,게
받으난,받으니까
되부렀어,되어 버렸어
살안,살고
시아지방이,시아주버니가
바꾸랜,바꾸라고
밖으래,밖으로
와불곡,와버리고
어멍아방들은,엄마아빠들은
와나서게,왔었었어
영해신디,이렇게 했는데
시아지방,시아주버니
모양이라,거 같애
먹어지난,먹으니까
어멍아방을,엄마아빠를
방드레,방으로
네쳐시난,내보냈느냐
먹어나난,먹으니까
되신가,됐나
족은놈이,작은 애가
장가가잰,장가 가려고
지네도,자기도
살아부켄,살아버리겠대
살켄허난이,살겠다고 하니까
비와사켜게,비워야 될 거 같아
비우랜,비우라고
울어젼,물었어
튿엉,뜯어서
가불,가버릴
아니주게,아니잖아
빙강,빌리냐
동네래,동네에
빌면,빌면
영행,이렇게 하고
하당보난,하다 보니까
집이서,집 있어
서울강으네,서울 가서
의사허는,의사하는
집이신디,집 있는데
가부렀져네,가버렸어
겅해낸,그러니까
이선이,있어서
받앙게게,받아서
들언양,들어서
가득허연,가득했었어
들언,들어서
개짜리난,개짜리니까
내쳐던에,버리고
냥으로,힘으로
이스난,있으니까
살앙,살고
걸양,걸
섭섭해만,섭섭해 하면서
살안,살면서
못살앙,못 살고
우테레,위로
올라갑디다예,올라갑니다
신게,했었네
생각해보면양,생각해보면
친정어멍이,친정엄마가
오르고양,오르고
화병난게,화병 났었어요
나나신디,났었는데
서방한티,서방에게
닮았디다게,같아요
한거,한 거
골아봅서,말해봐요
헌언예,해서
아버지영어머니영,아빠랑 엄마랑
나완,나와서
졸업하난,졸업하니까
몬딱,모두 다
벌래,벌러
무신거이사해신디,어떤 거있나 했는데
살앙온댄,살고 온대
허러,하러
경허난,그렇게 하니까
가고싶엉이,가고 싶어서
가게를,가라고
하느냐,하겠니
왕이,와서
죽어져,죽을 만큼 힘들어
못간,못가서
경해언,그렇게 해서
옛날이난,옛날이니까
준댄허난,준다고 하니까
곱닥한,예쁜
집곡이,입고
치매들,치마들
입곡이,입고
돌아댕길,돌아다닐
부럽느냐,부럽겠니
가켄,가겠대
짓곡,짓고
거난에,그러니까
살았주만은게,살았지만
해언,해서
살단보난예,살다 보니까
겅,그러게
항으네,해서
곤밥먹고,흰쌀밥먹고
뜨신물이,따뜻한 물이
팡팡,많이
다데미방,다다미방
다데미방에,다다미방에
떠시고,따뜻하고
울멍,울면서
너영,너랑
아이주게,아이지
친허여,친해
가겐허난,간다고 하니까
자이영,쟤랑
육지가잰육지가잰,육지갈래 육지갈래
우난,우니까
신디간,한테 가서
아파불면,아파버리면
누게라도,누구라도
헌적,한 끼
허용한디,해야하는데
가불면,가버리면
거꼬,거야
그디강,거기 가서
해돌랜해동,해달라고 하고
이번은이,이번은
허랜허멍,하라고 하면서
가이영,걔랑
배탄이,배타서
배탄,배타서
가시녜,가서
기차탄예,기차타서
살아난게,사니까
회사래게,회사인지
기숙사랜,기숙사인지
들어갈거아니,들어갈 거 아니야?
묵으난,묵으니까
진짜게참게,진짜 참
집도게,집도
회사난,회사니까
다데미방들,다다미방
너이썩,넷씩
들어오곡게,틀어오고
그추룩허난이,그렇게 하니까
이서시냐,있었니
이서시니,있었니
보곡,보고
그추룩하면게,그렇게 하면
그디서게,거기서
옛날이난이,옛날이니까
두점시나마나,두 점 있으나 마다
그추룩허여,그렇게 해
곤밥,흰쌀밥
먹었당,먹었다가
경허영,그렇게 해서
해영으네,해서
그때는이,그때는
가수되연,가수돼서
데뷔허연,데뷔해서
경쟁으로게,경쟁으로
그추룩하면이,그렇게 하면
잘생겨서,잘생겼었어
좋아혀게,좋아해
잘생기난,잘생겼으니까
아이는이,아이는
팬이어서,팬이 없어
한댄하면,한다고 하면
그축허영,그렇게 해서
불럼땐하면,부른다고 하면
질르멍,지르면서
나게,났었어
허면,그러면
곧추룩이,같이
그추룩허면은,그렇게하면
개메게,그러게
어서,없어서
팬허면예,팬하면
그추룩허멍이,그렇게 하면서
갈랑이,갈라서
경허곡이,그리고
살긴살았져게,살긴 살았었지
가난이,그러니까
자크,지퍼
경허면이,그러면
영영허면,이렇게 하면
영영영영,이렇게
뭐헐텐디,뭐 할텐데
자크를이,지퍼를
세영이,세서
골라내멍,골라내면서
해영으네적엉으네,해서 적었어
부쳐게,부쳐서
해서게,했었어
아녀,않아
그추룩허여응네,그렇게 해서
경해영,그렇게 해서
살아내영,살면서
되면이,되면
어릴 때난게,어릴 때니까
영날때난,이럴 때니까
아기들아니 ,아기들 아니야?
거민이,그러면
놀래가민이,놀러가면
잘도재미나,엄청 재밌어
무신이,무슨
포도밭이두,포도밭에도
외출나강,외출 나가서
끊엉,끊어서
경허면,그렇게 하면
댕기젠,당기려고
경허민이,그러면
단골허는,단골하는
예쁘곡이,예쁘고
사람이라게,사람이야
그령,그려서
행맞췅,해서 맞춰서
입으랜,입으래
멕여주고 재워주곡,먹여주고 재워주고
허가난,해가니까
요추룩허영,이렇게 하면서
맞주잰허면,맞추려고 하면
요추룩,이렇게
맞촤,맞춰
허면이,하면
단골들허영,단골들하고
맞추면이,맞추면
겅헌,그렇게 한
술집년이주기게,술집여자지
요추룩헌거입엉으네,이렇게 한 거 입고서
이추룩한거입엉,이렇게 한 거 입고서
메곡,매고
핫팬츠허곡,핫팬츠하고
입언게,입었었어
그추룩허곡이,그렇게 하고
혼번은이,한번은
이져시믄멋질거여게,있었으면 멋졌을 거야
나오난이,나오니까
부려신게,부렸으니
이까지,여기까지
이추룩허영으네,이렇게 하면서
맞촤신지,맞췄는지
모잘런,모자랐어
모직게,모직 말이야
그추룩하면은이,그렇게 하면
이디까지,여기까지
가이영나영,걔랑 나랑
허여게,했었어
그추룩허영,그렇게 해서
무시거냐,뭐였더라
이신거이,있는 거
곱곡게,곱고
그때난게,그때니까
하곡,하고
이만씩,이만큼씩
허영으네,하고서
무신거냐,뭐였더라
영영헌영,이렇게 한 이렇게
허영이,하얗게
해영영핸,해서 이렇게 했어
곱지는,곱기는
경한디이,그런데
멋쟁이,멋쟁이야
다니는고,다니는가
가난해부난,가난해서
못헌댄게,못한대
멋쟁이라,멋쟁이야
경해믄,그러면
가게,가자고
경허곡,그렇게 하고
가이영은,걔랑은
친허여,친했었어
가영,가서
가이네집을,걔네집을
경허게,그렇게 하자
헌디가난,하는데 가니까
그디가네,거기 가서
빌려사나신지,빌렸었는지
사이신지,사서 있는지
찍엉,찍으면서
어시곡,없고
해랑게,하더라고
가이네집에,걔네집에
내리난,내리니까
가는디라,가는 곳이야
밭이라신디,밭이였는데
맨딱,모두 다
강 내령보난이,가서내려서 보니까
부난,해버리니까
지랑지랑,주렁주렁
영영행으네,이렇게 이렇게 하면서
영영행,이렇게 이렇게 해서
강보난,가서 보니까
있더라게,있더라
어시매,없어
무신거냐,무슨 거야
맨들엉이,만들어서
이서난거,있었던 거
어선게,없더라고
잡아댕기는거,잡아당기는 거
세멘,시멘트
해진디,했는데
그추룩허영으네,그렇게 해서
주는디이,주는데
어멍네가이,어머니네가
육지난이,육지니까
곤밥허영으네이,흰쌀밥해서
이제곹은,요즘같은
좋주만은,좋지만
이만씩,이만큼
컸주기게,컸었지
이마니,이만큼
식겟밥,제삿밥
담안에이,담아서
더껀이,닫고
맹심허연,명심해서
육지서완서울서왔잰 허난게,육지에서 왔어 서울에서 왔어 하면서
경허연이,그래서
육지난,육지니까
주곡이,주고
영허영,이렇게 해서
집허영,집해서
헌디,했는데
영놔정,이렇게 놔서
곧추룩,같이
무시거들,이런 것들
허곡양허곡이,하고 해서
타당주난,따서 주니까
경허연,그렇게 해서
나완,나아서
누게네,누구네
가게 하난,가자고 하니까
집이도,집도
강보난이,가서 보니까
이저부런,잊어버렸어
오래되난,오래되니까
아니라,아니더라
쉬어도,있어도
그추룩허영으네,그렇게해서
기란게게,거더라고
영 허면,이렇게 하면
맨드랑,만들어서
이만씩이라,이만큼이야
갈앙하면,갈아서 하면
어멍네는,어머니네는
비영은에,베어서
영영영영영영,이렇게
매달려,매달아
매달령으네,매달아서
해보켄,해보겠다고
아장네,앉아서
이제네,이젠
경허면영허면,그러면 이렇게하면
것도이,것도
거라나게,거더라고
어릴때고,어릴 때고
무신게,무슨
알암시냐게,알았겠냐
골앙,보고
허지말앙놀래나가랜,하지 말고 놀러나 가라고
놀래가랜하면이,놀러 가라고 하면
보난이,보면
센댄 ,센대
소름돋안,소름돋아
몇인디?,몇인데?
넣어봔,넣어봤어
안나온거?,안나온거야?
안,않아?
나왔댄,나왔대
붙었댄,붙었대
것보다,그것보다
야이보다는,얘보다는
작년이언,작년이었어
농고라매,농고라며
야이네쪽은,얘네쪽은
성 성쪽에서,친 친가에서
외쪽에서는,외가에서는
외쪽,외가쪽
성쪽에서,친가쪽에서
잘핸?,잘했어?
가야되네,가야되잖아
삼춘네쪽은,삼촌네쪽은
삼춘이,삼촌이
성가쪽에서,친가쪽에서
성할머니,친할머니
성가,친가
성할머니네,친할머니네
성할머니가,친할머니가
셋아빠쪽에,둘째아빠쪽에
셋아빠는,둘째아빠는
가능하네,가능하잖아
관심이언,관심이 없어
뛰었네,뛰었잖아
던전,던졌어
봔?,봤어
가리켜달랜,가르쳐달래
알으켜 줬는데,가르쳐 줬는데
안가봤댄,안가봤대
매달렸언,매달렸었어
야이랑 ,얘랑
잡안,잡았어
줄어부러,줄어버려
남는거라,남는거야
걸린댄,걸린다고
남니께,나잖아요
태우믄,태우면
맞수다이,맞아요
겅행,그게
죽어불잖아,죽어버리잖아
먹어났주게,먹었었지
뻔해난,뻔했어
사망해부는,사망해버리는
누웡으네,누워서
닫앙으네,닫아서
죽어부니까,죽어버리니까
게메,맞아
핫주게,많았지
켱으네,켜서
했수게이,했어요
일어난에,일어나서
어떤,어떻게
먹어지난에,먹으니까
닮안게만은,같더만은
호꼼있당,조금있다가
나드랜,나더래
쐬잰,쐬려고
열단에,열다가
기절해분거라,기절해버린거야
털어져부런,떨어져버렸어
어멍이,어머니가
뭔일이고게,뭔일이야
썰렁한디,썰렁한데
그레,그렇게
오라방들,오빠들
깨우난,깨우니까
늘어젼에,늘어져있어서
어서났주게,없었지
어서나신디,없었는데
덴디,덴데
느랏해부난에,해버려서
어떵할거라게,어떻게할거야
깨원에,깨워서
업언,업어서
나옵니께예,나오잖아요
먹었댄하멍,먹었다고하면서
가져완에,가져와서
곡보,컵
사람이엉,사람이랑
업언에,업어서
먹어시면,먹었으먄
했수광,했어요
추글락행,해서
놀래실거라,놀랬을거야
느랏해부난,해버려서
전화하믄,전화하면
어떵해신고,어떻게했나
업엉,업어서
돌았주게,돌아다녔지
나믄,나면
아팡댄행,아프다고해서
아니였주게,아니였지
게메이,맞아
알아지는디,알수있는데
정한지,저런지
몰랑으네,몰라서
가랜행,가라고해서
가랜하난,가라고하니까
넘어부런,넘어버렸어
넘어불믄,넘어버리면
빼내믄,빼내면
어섰주게,없었지
넘어분거,넘어버린거
돌아가셔분거라,돌아가셔버린거야
나왕보난,나온거보니까
터져부니깐,터져버리니까
굳어부니까,굳어버린까
끄스멍행,끌면서
영만,이렇게만
갈거마시,갈거에요
마지막되부런,마지막되버렸어
살아신게,살았네
닮지않애?,같지않아?
영해났주게,이랬었어
되켜,될래
해져,하게돼
살아가난,살아가니까
고를건,말할건
아주망,아줌마
입으켜,입겠다
어른인디,어른인데
입구정하주게,입고싶어하지
달라부난,다르니깐
경허는,그러는
솔,살
뺑으네,빼서
곱닥하게,곱게
경행,그렇게해서
쪔신게,찌네
옵서게,오세요
넘었댄핸게,넘었다고하더라
해지카,할수있나
떠선게,떴더라
경허네,그러네
톤톤하게,튼튼하게
이신모양이라,있는모양이야
다녕,다녀서
될거랜,될거래
편집행,편집해서
경영학이라,경영학이야
디자인행,디자인해서
