사투리,표준어
인?,있어?
응.,응.
(()),(())
(()),(())
늦는다고,늦는다고
아.,아.
거?,거?
되거든?,되거든?
데이트?,데이트?
데이트,데이트
카메라,카메라
카메라,카메라
응.,응.
모습,모습
저,저
아니?,아니야?
보여줘봐.,보여줘봐.
{laughing},{laughing}
{laughing},{laughing}
{laughing},{laughing}
{laughing},{laughing}
좋았어.,좋았어.
개웃겨.,개웃겨.
하는거지?,하는거지?
인?,있어?
않나?,않나?
맞는데,맞는데
줘봐봐.,줘봐봐.
화질이,화질이
좋아?,좋아?
안맞는데,안맞는데
이제.,이제.
아니?,아니야?
십삼일,십삼일
집,집
이름,이름
&name2&,&name2&
취미,취미
이서,있어
취미?,취미?
하맨.,해.
뭐?,뭐?
이,#이
응,응
봔?,봤어?
들어.,들어.
천?,천?
가지고,가지고
실로,실로
실로,실로
거,거
알아지크라?,알겠어?
{laughing},{laughing}
모르크라.,모르겠어.
이,#이
응,응
재미서,재밌어
이서?,있어
축구하지,축구하지
응,응
축구?,축구?
그냥,그냥
팀이랑,팀이랑
차거나,차거나
이,#이
아니면,아니면
하지,하지
넘었주게.,넘었어.
이,#이
해.,해.
뭐야?,뭐야?
팀?,팀?
이,#이
어,어
이,#이
어,어
미드필더랜.,미드필더래.
말?,말?
{laughing},{laughing}
모르갠.,모르겠어.
지언?,지었어?
이,#이
되부난,되서
아니깐,아니깐
바꿔버리면,바꿔버리면
보이니깐,보이니깐
바꾸맨,바꿔
똑똑하다.,똑똑하다.
{laughing},{laughing}
쓰잖아?,쓰잖아?
검색한생?,검색했나봐?
겅해가지고,그래가지고
그게,그게
여신가?,였나?
이탈리아언가?,이탈리아언가?
아마,아마
그거껄?,그거껄?
닻,닻
닻,닻
약간,약간
밑에서,밑에서
해준다고,해준다고
만들었댄,만들었대
뜻으로,뜻으로
{clearing},{clearing}
해신게,했다
잘해?,잘해?
못해,못해
못하고,못하고
했다면서,했다면서
우리는,우리는
아니고,아니고
팀이어가지고,팀이어가지고
노력하지,노력하지
이,#이
지믄,지면
쳐져,쳐져
안그래신디,안그랬는데
근데,근데
침목이라기보다는,침목이라기보다는
하는디,하는데
않애.,않애.
이,#이
가지고,가지고
없네?,없잖아?
왜?,왜?
어쨌든,어쨌든
되면은,되면은
좋잖아.,좋잖아.
그,그
실력향상을,실력향상을
사람들이어부난,사람들이어서
하는디,하는데
아닌데,아닌데
그,그
하지.,하지.
어신게,없다
싶다,싶다
요새,요새
좋지,좋지
{clearing},{clearing}
수영이라고?,수영이라고?
이신디는,있는데는
닮고,같고
해신가?,했나?
간댄?,간대?
있구나?,있구나?
응,응
가는디,가는데
내고,내고
함신가?,하고있나?
코로나,코로나
사설이라부난,사설이라서
같애.,같애.
응,응
닮은디,같은데
응,응
아니?,아니야?
이랜.,이래.
닮은디,같은데
별로,별로
게난,그니깐
너무,너무
{clearing},{clearing}
해?,해?
좋아해.,좋아해.
어,어
아니,아니야
좋아해?,좋아해?
좋아해,좋아해
다쳐나부난,다쳤어서
실력이,실력이
다,다
닮아,같아
다쳐신디?,다쳤는데?
다쳔.,다쳤어.
무사?,왜?
그냥,그냥
다쳔?,다쳤어?
어,어
게,#게
좋겠네.,좋겠네.
응,응
터져부난,터져서
이,#이
어디지?,어디지?
뭐지?,뭐지?
체육관?,체육관?
체육센터?,체육센터?
거라,거야
그디,거기
햄신디,하는데
터져부난,터져서
모르크라.,모르겠어.
게,#게
있댄?,있대?
아,아
같은,같은
같이,같이
어,어
겅하난,그러니깐
뭐,뭐
되크라,되겠어
이,#이
{clearing},{clearing}
어서,없어?
싶고,싶고
응,응
거,거
싶어,싶어
이,#이
좋더라고,좋더라고
봐.,봐.
성격,성격
내성적인데,내성적인데
좋아.,좋아.
기?,그래?
뭐,뭐
언제햄서?,언제해?
이,#이
못해져심게,못해진다
무사?,왜?
생겨부난,생겨서
닮아.,같아.
이,#이
취미라,취미야
{clearing},{clearing}
힘든게,힘들다
힘들지.,힘들지.
때,때
놤신디,놓는데
초보라부난,초보라서
많아.,많아.
응,응
그래서,그래서
만들어지고,만들어지고
그림도,그림도
있고,있고
이,#이
따라하맨.,따라해.
배워봐사크라.,배워봐야겠어.
봐봐.,봐봐.
마음이,마음이
안정되고,안정되고
안들어,안들어
해져,하게되
되큰게.,되겠다.
아파.,아파.
싶은디?,싶은데?
가지고,가지고
하면서,하면서
이서부난,있어서
응,응
취미든,취미든
해.,해.
다쳐난?,다쳤었어?
늘어나고,늘어나고
나고,나고
그랬지.,그랬지.
않애?,않애?
않고,않고
거지.,거지.
어,어
그래서,그래서
다치려고,다치려고
같애.,같애.
다치면,다치면
닮아.,같아.
다쳐그넹,다쳐서
그게,그게
남아서,남아서
못하더라고,못하더라고
하겠다.,하겠다.
있거든,있거든
어떻게?,어떻게?
부러진다던가,부러진다던가
있고,있고
많주게.,많아.
이,#이
스포츠니깐,스포츠니깐
그래서,그래서
뭐,뭐
하겠지만은,하겠지만은
때문에,때문에
이서부난,있어서
응,응
근데,근데
손해라서,손해라서
속상하주,속상하지
하면서,하면서
해?,해?
같애.,같애.
어,어
않는디,않는데
좀,좀
내가,내가
사,사
막,막
될까?,될까?
아,아
응,응
감져.,간다.
사람들이,사람들이
주더라고,주더라고
되크라.,되겠어.
성격이,성격이
거라.,거야.
없지?,없지?
있어.,있어.
이서?,있어?
이실껄?,있을걸?
이신디?,있는데?
기?,그래?
모르켜만은,모르겠지만
와,와
와가지고,와가지고
물어보더라고,물어보더라고
누구?,누구?
알아.,알아.
누구?,누구?
주크라.,줄게.
기?,그래?
{laughing},{laughing}
기?,그래?
있구나?,있구나?
하더라,하더라
이서?,있어?
있고,있고
많겠지?,많겠지?
검색해보니깐,검색해보니깐
같았어.,같았어.
나는,나는
했었거든?,했었거든?
했어신디,했었는데
좋아핸?,좋아했어?
좋아해나신디,좋아했었는데
다쳐부니까,다쳐버려서
없지,없지
없지.,없지.
응,응
응,응
다쳤으면,다쳤으면
배구,배구
배구,배구
했언,했었어
전에,전에
근데,근데
많고,많고
작아부난,작아서
작아부니까,작아버리니까
닮더라고,같더라고
봤어신디,봤었는데
그,그
리베로,리베로
어,어
보여.,보여.
맞아.,맞아.
리베로껄?,리베로껄?
않을까?,않을까?
같애.,같애.
좀더,좀더
날렵하고,날렵하고
더,더
작으니깐,작으니깐
{clearing},{clearing}
있으니까,있으니까
해신디,했는데
건데,건데
안돼.,안돼.
응,응
포기했주게,포기했지
이서?,있어?
이서.,있어.
있더라고?,있더라고?
닮아.,같아.
나는,나는
봤어신디,봤었는데
커라,크더라
제주도에,제주도에
고등부,고등부
학교에,학교에
중고등학교?,중고등학교?
응.,응.
있어서,있어서
출신들,출신들
들어그넹,들어서
하믄,하면
그,그
나더라고?,나더라고?
응,응
하고,하고
하고,하고
핸게,하다라
맞아.,맞아.
{clearing},{clearing}
배구,배구
해났댄?,했었대?
근데,근데
모르겠지만,모르겠지만
하더라고?,하더라고?
응,응
근데,근데
커,커
넘어.,넘어.
뭐,뭐
뭐,뭐
접었어.,접었어.
수동은,수동은
커서,커서
않을까?,않을까?
자수처럼,자수처럼
같아.,같아.
응.,응.
했었어.,했었어.
그리기,그리기
알지?,알지?
거,거
했어.,했어.
{laughing},{laughing}
있는데,있는데
아무래도,아무래도
있거든?,있거든?
맞는,맞는
있어,있어
돼,돼
워낙,워낙
크니깐,크니깐
어,어
힘들더라고?,힘들더라고?
봤어신디,봤었는데
많안게,많더라
게매,그러게
닮고,같고
걸려,걸려
그거,그거
뭔가,뭔가
나는,나는
닮아,같아
닮은게,같다
해나믄,하다보면
응,응
좋아,좋아
근데,근데
많아,많아
닮아.,같아.
맞아.,맞아.
싶어.,싶어.
게,#게
이,#이
뭐,뭐
어서?,없어?
유행하지?,유행하지?
모르겠고,모르겠고
같애.,같애.
봔.,봐어.
하는데,하는데
이실거라.,있을거야.
어,어
기?,그래?
해봐신디,해봤는데
수행평가?,수행평가?
했지.,했지.
이,#이
모르크라.,모르겠어.
좋아해나신디,좋아했었는데
어렵더라.,어렵더라.
어렵주게,어렵지
가벼우난,가벼우니깐
되지?,되지?
가.,가.
잘해?,잘해?
했었지.,했었지.
{clearing},{clearing}
해나신디?,했었는데?
진짜?,진짜?
응.,응.
보염신디?,보이는데?
보이겠지.,보이겠지.
{laughing},{laughing}
얘기해봐봐.,얘기해봐봐.
다녔어나부난,다녔어서
있어서,있어서
쳤었지,쳤었지
해신디,했는데
학교에,학교에
생겨서,생겨서
가지고,가지고
들어갔지,들어갔지
들어갔는데,들어갔는데
왼손잡이고,왼손잡이고
아,아
잡이였어,잡이였어
당황스웠지,당황스웠지
있길래,있길래
연습하는데,연습하는데
그중에서,그중에서
잘했지.,잘했지.
진짜?,진짜?
응.,응.
아니?,아니야?
아니.,아니.
{laughing},{laughing}
나보고,나보고
해서,해서
했지,했지
족으난,작으니깐
좀,좀
될까?,될까?
해야되나?,해야되나?
막,막
받기,받기
어.,어.
됐었지,됐었지
아무래도,아무래도
이,#이
어서.,없어.
어서.,없어.
난,난
왼손잡이인데,왼손잡이인데
치는거는,치는거는
이,#이
차?,차?
차지.,차지.
않애?,않애?
차지.,차지.
봐?,봐?
좋아하지.,좋아하지.
메시,메시
달라젼.,달라졌어.
좋아하지.,좋아하지.
기?,그래?
좋아?,좋아?
보면,보면
하니까,하니까
말?,말?
하잖아,하잖아
하고,하고
넣고,넣고
나는,나는
몰라부니깐,모르니깐
거를,거를
닮아.,같아.
보면,보면
다른지,다른지
궁금한게,궁금하다
막,막
알면은,알면은
커지니깐,커지니깐
되고,되고
재미지주게.,재미있어.
있는,있는
여자축구,여자축구
게,#게
좋지.,좋지.
같애.,같애.
아,아
막,막
취미활동들?,취미활동들?
클래스?,클래스?
많더라고?,많더라고?
더,더
했지,했지
밀랍으로,밀랍으로
가지고,가지고
향초?,향초?
응.,응.
만드는데,만드는데
있더라고,있더라고
좋아해.,좋아해.
응,응
생겼지.,생겼지.
거다,거다
가지고,가지고
얼마지?,얼마지?
봤는데,봤는데
삼십만원댄거야?,삼십만원댄거야?
사십사만원인가?,사십사만원인가?
봤는데,봤는데
한댄,한대
그,그
하지?,하지?
되니깐,되니깐
돼.,돼.
만두피처럼,만두피처럼
나보고,나보고
연.,였어.
그거랑,그거랑
했는데?,했는데?
결국,결국
넘더라고,넘더라고
되겠네.,되겠네.
응.,응.
싶어.,싶어.
어,어
표현?,표현?
장미,장미
이런,이런
만들더라고,만들더라고
싶언.,싶었어.
있었고,있었고
되버렸잖아,되버렸잖아
그래서,그래서
부렀져,버렸다
같은,같은
있더라고,있더라고
닮아.,같아.
좋아해.,좋아해.
닮아.,같아.
하고,하고
음,음
들어가니깐,들어가니깐
싶더라고,싶더라고
좋아해?,좋아해?
이,#이
없고,없고
옛날에,옛날에
거,거
하믄,하면
털어져서,떨어졌어
해부난,해서
어서부난,없어서
아,아
막,막
했었주게,했었어
하주게,하지
하지?,하지?
하난,하니깐
못해.,못해.
가위질이,가위질이
처음,처음
막,막
때도,때도
잘려?,잘려?
받으매,받아
안돼?,안돼?
거냐?,거냐?
먹어사주,먹어야지
먹어.,먹어.
이게,이게
{laughing},{laughing}
이,#이
힘들어.,힘들어.
않?,않아?
쓰난,쓰니깐
하는디,하는데
아니였어.,아니였어.
무사?,왜?
않았어.,않았어.
불지,버리지
성격이구나?,성격이구나?
보난,보니깐
어?,어?
재게,빨리
{laughing},{laughing}
알아?,알아?
알주게.,알지.
역시,역시
기?,그래?
있더라?,있더라?
글씨,글씨
응.,응.
뜨더라고?,뜨더라고?
닮아.,같아.
해.,해.
펜글씨도,펜글씨도
아니라서,아니라서
기?,그래?
어,어
닮아.,같아.
예쁘난,예쁘니깐
게,#게
생각해봐.,생각해봐.
해보켜만은,해보겠지만은
그,그
팔년인가?,팔년인가?
했댄?,했대?
고수지.,고수지.
이쁘더라.,이쁘더라.
해신디,했는데
쓰는데,쓰는데
걸려신가?,걸렸나?
게,#게
하믄,하면
나는,나는
함신게,한다
차이주게.,차이지.
게매,그러게
나는,나는
것들이,것들이
어,어
닮아.,같아.
응,응
다녀난,다녔었어
학원?,학원?
응.,응.
좋아해난?,좋아했었어?
응.,응.
그,그
그리고,그리고
해났네,했었잖아
그래서,그래서
때,때
보내줜,보내줬어
했고,했고
가신디,갔는데
다르더라고,다르더라고
막,막
잃고,잃고
하난,하니깐
그렸지.,그렸지.
이,#이
학원,학원
다녀나신디,다녀었는데
알지?,알지?
거,거
그걸,그걸
하는거라,하는거라
그만두캔,그만둔다고
-부탁드-,-부탁드-
(()),(())
지금,지금
스물,스물
네살입니다.,네살입니다.
안녕하세요,안녕하세요
서귀포에사는,서귀포에사는
&name2&입니다.,&name2&입니다.
부탁드리겠습니다.,부탁드리겠습니다.
(()),(())
되요,되요
햄신디예,하는데요
예,예
아이디가,아이디가
뭐,뭐
트위터라든가,트위터라든가
있거든예,있거든요
이게,이게
바라보니까,바라보니까
돼가지고,돼가지고
이수다,있어요
따로,따로
이수가?,있어요?
근데,근데
그냥,그냥
놈의,남의
그,그
싶어갖고,싶어갖고
갔당,갔다가
경우에는,경우에는
올려요,올려요
요새는,요새는
대부분,대부분
유료로,유료로
없잖아예.,없잖아요.
예.,예.
정도면,정도면
같은디예,같은데요
한번씩,한번씩
때문에,때문에
활동하고,활동하고
들었거든예,들었거든요
어떡해,어떡해
계시난,계시니까
어떵,어떻게
하는데,하는데
느끼시더라예,느끼시더라구요
몰라부니까,몰라서
알아듣기,알아듣기
설명해주는,설명해주는
있는지,있는지
좀,좀
어려워마씨,어려워요
이게,이게
아방이,아빠가
고람신디예,얘기하시는데요
이신디,있는데
푸쉬,푸쉬
내려서,내려서
클릭해서,클릭해서
하는데,하는데
못한다고,못한다고
하셨거든요,하셨거든요
좀,좀
해봤는데,해봤는데
없고,없고
하죠.,하죠.
있더라고요,있더라고요
어떵,어떻게
같아가지고,같아가지고
곧더라고예,얘기하더라고요
맞아요,맞아요
하는데,하는데
드려도,드려도
한번,한번
결국은,결국은
달라부난,달라버리니까
에스엔에스가,에스엔에스가
네,네
많이,많이
같수가?,같아요?
뭐,뭐
뭐,뭐
근데,근데
결국은,결국은
를,를
으,으
필요는,필요는
결국은,결국은
생각햄서요,생각해요
되버립니다,되버립니다
이게,이게
물론,물론
느끼거든예,느끼거든요
왜냐면은,왜냐면은
모르고,모르고
점점,점점
줌,줌
있듯이,있듯이
것들이,것들이
이신디,있는데
한편으로는,한편으로는
불면은,버리면은
좀,좀
있거든예,있거든요
생각함수가?,생각해요?
뭐,뭐
그,그
서로,서로
되고,되고
뭐,뭐
옛날에,옛날에
제가,제가
읽었어요,읽었어요
근데,근데
에스에프,에스에프
보다보면,보다보면
가지고,가지고
것처럼,것처럼
있으면,있으면
것이다.,것이다.
안하고,안하고
뭐,뭐
결국은,결국은
결국,결국
이거는,이거는
일이잖아요,일이잖아요
뭐,뭐
칠팔십,칠팔십
같은데,같은데
될지,될지
게난,그러니까
말이지예?,말이죠?
더,더
같수가?,같아요?
강,가서
얘기햄신디,얘기하는데
결국은,결국은
얘기지만은,얘기지만은
되고,되고
있어도,있어도
그렇게,그렇게
모잘람다,모자르다
근데,근데
결국은,결국은
이게,이게
와,와
있고,있고
-비-,-비-
그,그
이제,이제
장소에,장소에
뭐,뭐
사람이랑,사람이랑
뭐,뭐
스카이프라든가,스카이프라든가
그렇게,그렇게
저희,저희
뭐,뭐
아주,아주
빛나지,빛나지
않을까,않을까
생각합니다,생각합니다
그러면은,그러면은
중에서,중에서
많잖아예,많잖아요
그런데,그런데
햄더라고예,하더라고요
광고,광고
많이,많이
돌려으넹,돌려서
올려서,올려서
올려그넹,올려서
그것보다는,그것보다는
해버리니까,해버리니까
뭐,뭐
상업쪽,상업쪽
게,게
더,더
크게,크게
가셔도,가셔도
물론은,물론은
여유,여유
장점은,장점은
없다라는,없다라는
이수다,있어요
생각햄수가?,생각해요?
어,어
가민,가면
자기,자기
사,사
근데,근데
빛난달까,빛난달까
그,그
뭐,뭐
그래서,그래서
이제는,이제는
식으로,식으로
식으로,식으로
사실상,사실상
유료광고인거죠,유료광고인거죠
자기는,자기는
같은데,같은데
생각해도,생각해도
사실,사실
그런,그런
단점이에요,단점이에요
뭐,뭐
떨어진다,떨어진다
영세,영세
광고를,광고를
착실하게,착실하게
같아요,같아요
뭐,뭐
말씀하세요,말씀하세요
보니깐,보니깐
없어가지고,없어가지고
뭐,뭐
뭐,뭐
프로그램,프로그램
때문에,때문에
옛날에는,옛날에는
보고,보고
그런,그런
있었는데,있었는데
많이,많이
없었거든요,없었거든요
해주고,해주고
아니면은,아니면은
지금,지금
&name2&씨,&name2&씨
싶수다.,싶어요.
아,아
제나이때,제나이때
중에,중에
사실,사실
거의,거의
햄고,하고
여자분들은,여자분들은
근데,근데
확실히,확실히
사실,사실
되면,되면
하지만,하지만
보다,보다
하지만,하지만
같아요,같아요
뭐,뭐
에스엔에스,에스엔에스
관련된,관련된
말씀드리면,말씀드리면
나이대에서,나이대에서
재미있다,재미있다
있드라구요,있드라구요
보시나요,보시나요
박지성,박지성
사람들,사람들
보잰하믄,보려고하면
이제는,이제는
건,건
봤는데,봤는데
그냥,그냥
보고,보고
비해,비해
좋아하고,좋아하고
좋아해부니까,좋아해버리니까
뭐,뭐
어떵,어떻게
막,막
않수게?,않았나요?
겐디,그런데
있고,있고
저는,저는
제가,제가
네살이지만,네살이지만
발전할건지,발전할건지
또,또
또,또
건지,건지
궁금하고,궁금하고
예,#예
이게,이게
채팅이,채팅이
이게,이게
콘서트나,콘서트나
것들을,것들을
스타머,스타머
그,그
뭐,뭐
들어보자면,들어보자면
시대여부난,시대니까
없잖아요,없잖아요
직접,직접
이렇게,이렇게
가멍,가면서
거치하거나,거치하거나
내고,내고
하니까,하니까
예술,예술
에스엔에스는,에스엔에스는
필요,필요
이수다.,있어요.
경해부난,그렇게하니까
기대되고예,기대되고요
아,아
그런,그런
문화,문화
뭐,뭐
그,그
저는,저는
있,있
올려줨잖아예,올려주고있잖아요
거를,거를
시절에는,시절에는
보는데,보는데
좀,좀
닮아요,같아요
골이,골이
갱신했다,갱신했다
에스엔에스에서는,에스엔에스에서는
꼭,꼭
올려줘요,올려줘요
정보,정보
그거는,그거는
되버리니까,되버리니까
있을까,있을까
간에,간에
같아요,같아요
에스엔에스가,에스엔에스가
어르신분들이,어르신분들이
않았었어요,않았었어요
봠시냐,보고있냐
먹으라게,먹어라
게,게
발전하고,발전하고
자랐는지,자랐는지
좋았거든예,좋았거든요
해신디,했는데
정보화시대라고,정보화시대라고
해주셨는데,해주셨는데
이제,이제
통해서,통해서
좋지만,좋지만
이게,이게
진짜,진짜
에스엔에스,에스엔에스
하거든예,하거든요
에스엔에스를,에스엔에스를
아,아
아,아
어떵,어떻게
뭐,뭐
분은,분은
싶거든예,싶거든요
에스엔에스에,에스엔에스에
이수다,있어요
이제,이제
그거는,그거는
생각하는데,생각하는데
결국은,결국은
뭐,뭐
분,분
조금씩,조금씩
뭐,뭐
쉬리,쉬리
아,아
이런것들이,이런것들이
그렇게,그렇게
그리고,그리고
아무래도,아무래도
좀,좀
그런,그런
사람,사람
않고,않고
그거는,그거는
뭐,뭐
문제고,문제고
않을까,않을까
좀,좀
결국,결국
생각해,생각해
저는,저는
예,예
에스엔에스,에스엔에스
뭐,뭐
대부분이,대부분이
요새는,요새는
아니면,아니면
이런,이런
요새는,요새는
전에,전에
그,그
봤는데,봤는데
하,하
알암지예,알고있죠?
그,그
해,해
있어요,있어요
식으로,식으로
그게,그게
저는,저는
이게,이게
혹은,혹은
이렇게,이렇게
손흥민이,손흥민이
갔는데,갔는데
않냐,않냐
아름다운,아름다운
식으로,식으로
거의,거의
그게,그게
사실,사실
익명이고,익명이고
어신,없는
에스엔에스,에스엔에스
더,더
결국,결국
흘러가면,흘러가면
아닐까,아닐까
그런,그런
것처럼,것처럼
저는,저는
대해서,대해서
보세요,보세요
건데,건데
악플이니,악플이니
뭐,뭐
이렇게,이렇게
일종이라고,일종이라고
보거든예,보거든요
다,다
어쩌네,어쩌네
저질렀다,저질렀다
하거든예,하거든요
게,게
왜냐면은,왜냐면은
이게,이게
없잖아예,없잖아요
풀라고,풀라고
사람신디,사람한테
그냥,그냥
야인,얘는
사용해보시고,사용해보시고
막,막
막,막
버리니까,버리니까
뭐,뭐
했다,했다
있는데,있는데
힘들어하고,힘들어하고
막,막
많아가지고,많아가지고
있어가지고,있어가지고
이게,이게
없어부니까,없어버리니까
막,막
멋대로,멋대로
그게,그게
현실로써,현실로써
에스엔에스,에스엔에스
(()),(())
그,그
해가니까,해가니까
하멍,하면서
돌봄을,돌봄을
(()),(())
됐는데,됐는데
영,이렇게
했는데,했는데
이,#이
하도,너무
행으네,해갖고
해그넹,해서
(()),(())
학교,학교
소속이었나?,소속이었나?
그때도?,그때도?
(()),(())
신청,신청
학년에,학년에
오면,오면
왔는데,왔는데
되믄,되면
겅해났주게,그랬었거든
아니지.,아니지.
(()),(())
(()),(())
몰란,몰랐어
뭐,뭐
(()),(())
(()),(())
말이지?,말이지?
안해그넹,않았고
해놓으니까,해놓으니까
맡기는거지,맡기는거지
?,?
아니,아니
(()),(())
해,해
삼사학년,삼사학년
게,#게
해,해
아이들이,아이들이
난리,난리
어멍들은,엄마들은
보내동,보내두고
가부러,가버려
기주게,그렇지
그런데서,그런데서
이,#이
그런거,그런거
(()),(())
해,해
거니까,거니까
하니까,하니까
되부니까,되버리니까
그거는,그거는
게난,그니까
단위,단위
하니까,하니까
(()),(())
소속이면,소속이면
아니고,아니고
할건게.,할 거네.
지금,지금
가고,가고
건디,근데
(()),(())
모르크라,모르겠어
(()),(())
(()),(())
교육청에다가,교육청에다가
여가부에,여가부에
이거지?,이거지?
(()),(())
그런데,그런데
하고,하고
하는거지,하는거지
(()),(())
하는거주,하는거지
아이들이,아이들이
(()),(())
게,#게
데모하고,데모하고
하니까,하니까
햄잖아게,하잖아
선생들이,선생들이
해부니까,해 버리니까
지금까지는,지금까지는
가이는,걔네는
이제,이제
하니까,하니까
하는거지,하는거지
(()),(())
다,다
하고,하고
했는데,했는데
한댄,한대
&name1&는,&name1&는
업무만,업무만
이,#이
(()),(())
않애,않아
선생님들한테는,선생님들한테는
근디,근데
됐댄.,됐대.
보내면,보내면
안하고,안하고
(()),(())
&name1&가,&name1&가
사람,사람
자기네,자기네
일체,일체
아침에도,아침에도
나왔었잖아,나왔었잖아
행정업무,행정업무
뒷전이고,뒷전이고
(()),(())
그거,그거
하면,하면
작년에,작년에
행정실무는,행정실무는
교무부장거나,교무부장거나
없고,없고
무슨,무슨
무시거,뭐
있댄,있대
딱,딱
하고,하고
하고,하고
(()),(())
공문이야,공문이야
누가,누가
학교마다,학교마다
해?,해?
교무,교무
아니라니까,아니라니까
해?,해?
이런거만,이런거만
있지,있지
주겠지,주겠지
다른,다른
업무,업무
하지,하지
해?,해?
(()),(())
해,해
해?,해?
야이네,얘네
모르겠는데,모르겠는데
안행으네,안 해갖고
아니,아니
(()),(())
전담을,전담을
하는건,하는건
전담은,전담은
맡아놓고는,맡아놓고는
(()),(())
거잖아,거잖아
안하는데,안하는데
(()),(())
이,#이
(()),(())
허곡,하고
되,되
있다고,있다고
말했잖아,말했잖아
가지고,가지고
겅헌디,그런데
어느,어느
실무원하고,실무원하고
그거는,그거는
다,다
(()),(())
(()),(())
아니고,아니고
이서,있어
것들을,것들을
모를건디,몰랐는데
작년까지,작년까지
(()),(())
들어와,들어와
들어오지,들어오지
들어와,들어와
(()),(())
준다고,준다고
허주게,하거든
거,거
거잖아.,거잖아.
보라게 ,봐바
그런대로,그런대로
무슨,무슨
근디,근데
봐바,봐바
(()),(())
(()),(())
중학교는,중학교는
가보니까,가보니까
그냥,그냥
이,#이
선생님이,선생님이
노니까,놓으니까
가고,가고
(()),(())
다,다
몬*딱,전부
(()),(())
보건,보건
가,가
강,가서
교육받아,교육받아
학교들은,학교들은
보건,보건
누게한테,누구한데
주카부댄.,줄까봐.
했주게,했지
게,#게
실무원에,실무원에
아니아니,아니아니
아니,아니
이서,있어
부터,부터
햄잖아,하잖아
(()),(())
이서,있어
(()),(())
시,시
(()),(())
들어가는거야.,들어가는거야.
겅해도,그래도
어떵,어떡해
무신,무슨
바쁠지,바쁠지
아이가,아이가
그거잖아.,그거잖아.
가신디,갔는데
그,그
하니깐,하니깐
되켜,되겠다
행으네 한디,했는데
된댄,된다고
해주난,해주니까
겅헌디,그런데
들어간거라,들어간거라
행,해서
(()),(())
(()),(())
왕으네,와갖고
막,막
이,#이
이,#이
사랜하고,사라고하고
무슨,무슨
몰랑으네,몰라갖고
보멍,보면서
핫팩,핫팩
한다니까,한다니까
웃겨,웃겨
예,예
(()),(())
놀랜 ,놀랬잖아
그러니까,그러니까
이,#이
해도,해도
먹는덴,먹는다고
(()),(())
막,막
해봠수다,해요
몰라수다,몰랐어요
영,이렇게
-버-,-버-
해부니까,하니까
허난에,하니까는
이젠,이젠
(()),(())
때는,때는
했댄.,했대.
저기,저기
하믄,하면
안,안
{laughing},{laughing}
(()),(())
하멍,하면서
하멍,하면서
웃엉게,웃더라
처음에가,처음에가
이,#이
사람도,사람도
뽑은거라,뽑은거야
왕으네,와갖고
막,막
(()),(())
(()),(())
(()),(())
뽑은거,뽑은거야
(()),(())
아이잖아,아이잖아
간디가가,갔는데도
정도인디다가,정도인데
거를,거를
있지만,있지만
이,#이
(()),(())
놀랜,놀랬어
지도,지도
해,해
없잖아.,없잖아.
일인디,일인데
이,#이
지가,지가
그,그
이,#이
불런에,불러갖고
하랜,하래
말행으네,말해서
(()),(())
이,#이
이,#이
했지,했지
하니까,하니까
미안해가지고,미안해가지고
이,#이
이,#이
달라?,달라?
응,응
이서,있어
(()),(())
학교에서,학교에서
이젠,이젠
행으네,해가지고
막,막
다라,다야
(()),(())
하면은,하면은
해그넹,해가지고
가신디,갔는데
그만두고,그만두고
(()),(())
줘,줘
줘,줘
((꼭꼭있고)),((꼭꼭있고))
있는데,있는데
주드라고,주드라고
저것,저것
했댄,했대
하멍,하면서
이,#이
이,#이
좋댄,좋대
(()),(())
해,해
이,#이
이,#이
이,#이
(()),(())
(()),(())
옛날부터,옛날부터
(()),(())
이,#이
이,#이
하멍,하면서
거잖아.,거잖아.
그,그
말했댄,말했대
그만둬불카부댄,그만둘까봐
이,#이
(()),(())
이,#이
허는디,하는데
겅하니까,그러니까
많아,많아
왜냐하면,왜냐하면
하잖아,하잖아
못하겠습니다,못하겠습니다
(()),(())
되니까,되니까
해그넹,해갖고
가이,걔
튀나고,튀나고
이,#이
했댄,했다고
교장이,교장이
안되니깐,안되니깐
해도,해도
되니까,되니까
이젠,이젠
(()),(())
저,저
물어봐사켜,물어봐야겠다
많으나,많으나
있어도,있어도
가니까,가니까
(()),(())
이,#이
모르겠는데,모르겠는데
뭉쳥으네,뭉쳐갖고
(()),(())
하면,하면
{laughing},{laughing}
(()),(())
하든지,하든지
하면은,하면은
하잖아,하잖아
하면은,하면은
그래,그래
닮드라,같더라
나라도,나라도
(()),(())
막,막
옛날에,옛날에
한거지,한거지
이,#이
그,그
(()),(())
하더라고,하더라고
근디,근데
하믄,하면
있당으네,있다가
되잖아,되잖아
하고난에,하니까
무,무
반대해가지고,반대해가지고
(()),(())
때보다,때보다
지금까지,지금까지
(()),(())
됐댄,됐다고
했댄,했다고
엄청,엄청
나오드라,나오드라
이,#이
{laughing},{laughing}
대신에,대신에
가이,걔가
받았잖아,받았잖아
말고,말고
데다가,데다가
주더라고,주더라고
하더라고,하더라고
경 한디다가,그런데다가
돈만,돈만
봐,봐
돈,돈
무슨,무슨
돌아오면은,돌아오면은
뭐랜은,뭐라고
두믄,두믄
하는디,하는데
맞댄,맞대
돈을,돈을
(()),(())
거니까,그러니까
(()),(())
