사투리,표준어
예산을,예산을
학교에다,학교에다
주면,주면
학교에서,학교에서
그,그
신청,신청
그,그
신청을,신청을
예를,예를
들어서,들어서
인제,인제
일,일
학년에,학년에
(()),(())
예산,예산
두반어치,두반어치
오면,오면
두반어치,두반어치
왔는데,왔는데
아이들이,아이들이
신청이,신청이
밖에,밖에
안,안
(()),(())
옛날엔,옛날엔
아니,아니
하원,하원
원래,원래
학교,학교
소속은,소속은
아니지.,아니지.
그,그
다음은,다음은
엄마들,엄마들
보호자들,보호자들
(()),(())
엄마들,엄마들
(()),(())
나라에서,나라에서
(()),(())
나,나
지금은,지금은
돌봄은,돌봄은
아무,아무
아이나,아이나
막,막
가는데,가는데
그때는,그때는
뭐,뭐
생활,생활
(()),(())
암튼,암튼
엄마들이,엄마들이
(()),(())
여가부,여가부
소속이었단,소속이었단
말이지?,말이지?
규모도,규모도
크지도,크지도
많이들,많이들
안,안
이제는,이제는
막,막
해놓으니까,해놓으니까
부모들도,부모들도
그냥,그냥
다,다
맡기는거지,맡기는거지
돌봄은,돌봄은
어린,어린
애기들만,애기들만
하는거,하는거
?,?
어린애기,어린애기
아니,아니
아니,아니
큰아이,큰아이
(()),(())
-삼-,-삼-
삼,삼
사학년까지,사학년까지
해,해
응,응
삼사학년,삼사학년
방학때도,방학때도
막,막
하고,하고
방학,방학
때도,때도
해,해
요즘,요즘
또,또
코로나,코로나
땜에,땜에
아이들이,아이들이
코로나,코로나
때문에,때문에
난리,난리
아이들을,아이들을
-돌-,-돌-
사람,사람
방과후는,방과후는
필요한,필요한
거,거
학원비도,학원비도
비싸고,비싸고
하니까,하니까
그런데서,그런데서
아니,아니
방과후는,방과후는
그런,그런
취지로,취지로
해,해
가지고,가지고
그,그
교육비,교육비
(()),(())
그런거,그런거
허영은에,허영은에
(()),(())
방과후는,방과후는
반응고,반응고
좋고,좋고
많이,많이
해,해
학교에다,학교에다
개설한,개설한
거니까,거니까
이거는,이거는
(()),(())
강사도,강사도
그,그
개설할,개설할
때마다,때마다
채용을,채용을
하니까,하니까
아이들이,아이들이
없으면,없으면
그,그
강좌가,강좌가
못하는,못하는
폐지,폐지
몇명,몇명
이상,이상
(()),(())
그거는,그거는
그때그때,그때그때
수시로,수시로
괜찮애,괜찮애
&name1&네도,&name1&네도
방과후가,방과후가
그달,그달
그달,그달
그,그
달은,달은
아니고,아니고
한,한
삼개월,삼개월
단위,단위
이런,이런
식으로,식으로
분기별로,분기별로
모집을,모집을
하니까,하니까
선생님들도,선생님들도
(()),(())
이미,이미
여가부,여가부
소속이면,소속이면
방과후는,방과후는
아니고,아니고
아니,아니
돌봄,돌봄
지자체에서,지자체에서
아,아
그러니까,그러니까
간다고,간다고
갈건데,갈건데
안,안
지금,지금
아니,아니
지,지
가고,가고
안,안
가고,가고
(()),(())
거의,거의
이쪽에서가,이쪽에서가
다,다
했던거,했던거
이제는,이제는
보내,보내
(()),(())
아니,아니
뉴스에,뉴스에
아,아
나,나
무슨,무슨
말인지,말인지
여가부,여가부
소속이라며,소속이라며
(()),(())
(()),(())
그,그
돌봄,돌봄
예산을,예산을
여가부에서,여가부에서
내치는,내치는
거지,거지
교육청에다가,교육청에다가
관리를,관리를
여가부에,여가부에
하라,하라
이거지?,이거지?
이제는,이제는
지자체로,지자체로
하라고,하라고
너무,너무
커지니까,커지니까
(()),(())
관리를,관리를
지자체에서,지자체에서
하라,하라
이거잖아,이거잖아
그런데,그런데
돈도,돈도
거기서,거기서
속,속
편하게,편하게
(()),(())
하고,하고
안,안
하고,하고
하는거지,하는거지
돌봄,돌봄
아이들이,아이들이
안가,안가
(()),(())
학교에,학교에
거는,거는
선생이,선생이
하는게,하는게
아니고,아니고
아이들이,아이들이
소속이,소속이
돈,돈
다,다
(()),(())
교육청에서,교육청에서
(()),(())
할,할
거,거
아,아
(()),(())
안,안
하니까,하니까
지금,지금
데모하고,데모하고
아예,아예
안,안
막,막
하니까,하니까
지금,지금
현재는,현재는
학교,학교
(()),(())
학교,학교
울타리,울타리
선생들이,선생들이
현재까지는,현재까지는
교육청에서,교육청에서
채용하고,채용하고
뭐,뭐
하고,하고
현재까지는,현재까지는
그렇게,그렇게
있는거지,있는거지
지금까지는,지금까지는
이제,이제
사십프로,사십프로
막,막
이제,이제
교사들이,교사들이
막,막
이제,이제
학교,학교
수업,수업
하니까,하니까
완전,완전
업무가,업무가
가중되고,가중되고
막,막
하는거지,하는거지
선생님들은,선생님들은
본래,본래
수업하는,수업하는
일보다,일보다
(()),(())
행정실무원,행정실무원
다,다
행정,행정
실무원,실무원
하는,하는
일,일
하고,하고
선생이,선생이
하는,하는
일,일
하고,하고
선생은,선생은
우리,우리
&name1&도,&name1&도
아침에,아침에
말,말
했는데,했는데
선생은,선생은
교무실에서,교무실에서
오지도,오지도
안,안
하고,하고
업무도,업무도
하나도,하나도
안,안
그거를,그거를
지금,지금
교감,교감
완전,완전
다르지,다르지
&name1&는,&name1&는
프린트나,프린트나
이런,이런
하나,하나
나누고,나누고
자기,자기
업무만,업무만
선생님들은,선생님들은
이제는,이제는
(()),(())
너무,너무
틀려,틀려
수업만,수업만
교실에서,교실에서
나오지도,나오지도
거난,거난
&name1&도,&name1&도
말,말
했잖아,했잖아
선생님들한테는,선생님들한테는
쪽지같은,쪽지같은
것도,것도
하루종일,하루종일
못,못
(()),(())
교실에,교실에
(()),(())
쪽지도,쪽지도
이젠,이젠
예약제가,예약제가
몇시에,몇시에
예약하게,예약하게
네시,네시
예약,예약
행,행
쪼르륵,쪼르륵
보내면,보내면
선생하고,선생하고
그때,그때
쪽지,쪽지
하지,하지
교무실에,교무실에
오지도,오지도
안하고,안하고
뭐,뭐
무슨,무슨
회의할,회의할
때나,때나
(()),(())
완전,완전
틀려지지,틀려지지
이거는,이거는
&name1&가,&name1&가
너는,너는
뭐,뭐
하나,하나
우리는,우리는
무슨,무슨
다른,다른
사람,사람
일체,일체
선생님이나,선생님이나
우리한테,우리한테
자기네,자기네
부탁하는,부탁하는
것도,것도
없고,없고
자긴,자긴
자기,자기
업무만,업무만
일체,일체
오늘,오늘
아침에도,아침에도
(()),(())
그런,그런
얘기,얘기
많이,많이
나왔었잖아,나왔었잖아
선생님들의,선생님들의
업무가,업무가
너무,너무
많아서,많아서
(()),(())
행정업무,행정업무
수업은,수업은
뒷전이고,뒷전이고
보고,보고
공문,공문
때문에,때문에
(()),(())
실무원이,실무원이
된거지,된거지
그거,그거
나도,나도
(()),(())
행정실무,행정실무
하면,하면
행정실에,행정실에
근무하는,근무하는
줄,줄
알았거든,알았거든
작년에,작년에
&name1&,&name1&
(()),(())
행정실무는,행정실무는
교무,교무
보조가,보조가
아니고,아니고
행정,행정
완전,완전
진짜,진짜
딱,딱
맡아,맡아
교무부장거나,교무부장거나
뭐,뭐
보조해,보조해
주는,주는
것도,것도
없고,없고
딱,딱
업무를,업무를
무슨,무슨
방과후,방과후
무슨,무슨
뭐,뭐
무슨,무슨
정보공개,정보공개
컴퓨터,컴퓨터
종류,종류
완전,완전
맡은게,맡은게
아예,아예
행정실무원,행정실무원
채용,채용
할,할
때,때
딱,딱
나왕,나왕
그,그
뭐머머머,뭐머머머
딱,딱
행정적인,행정적인
일은,일은
행정,행정
실무원한테,실무원한테
하고,하고
선생은,선생은
수업만,수업만
하고,하고
(()),(())
예를,예를
들어,들어
과학,과학
관련,관련
공문이야,공문이야
그거,그거
누가,누가
화학실무원도,화학실무원도
있잖아,있잖아
다,다
학교마다,학교마다
그럼,그럼
선생님이,선생님이
공문처리,공문처리
하나도,하나도
안,안
해?,해?
그런,그런
거,거
안해,안해
거는,거는
교무,교무
부장,부장
(()),(())
그건해,그건해
아니라니까,아니라니까
공문,공문
처린,처린
하나도,하나도
안,안
해?,해?
공문처린,공문처린
자기,자기
학급에,학급에
필요한거나,필요한거나
이런거만,이런거만
하지,하지
담담은,담담은
있겠지,있겠지
뭐,뭐
담당,담당
하나씩이라도,하나씩이라도
갖는,갖는
건,건
있지,있지
선생님도,선생님도
워낙,워낙
업무가,업무가
많으면,많으면
담당을,담당을
뭐를,뭐를
주겠지,주겠지
무슨,무슨
그,그
많은,많은
것,것
중에,중에
무슨,무슨
뭐,뭐
(()),(())
맡은,맡은
것도,것도
있고,있고
교,교
그,그
다른,다른
그거를,그거를
교감이,교감이
오면은,오면은
분류를,분류를
하는데,하는데
그,그
자기,자기
업무,업무
(()),(())
과학이면,과학이면
과학,과학
부장이,부장이
할,할
일이,일이
과학,과학
부장이,부장이
하지,하지
그러면,그러면
과학,과학
과,과
관련한,관련한
모든,모든
공문은,공문은
다른,다른
사람이,사람이
해?,해?
(()),(())
수업을,수업을
안,안
해,해
과학,과학
부장,부장
수업,수업
안,안
해?,해?
어,어
여기도,여기도
이,이
아이는,아이는
과학,과학
아이,아이
(()),(())
작은,작은
학교,학교
큰,큰
학교,학교
모르겠는데,모르겠는데
안,안
과학,과학
선생,선생
과학,과학
부장,부장
수업,수업
아니,아니
(()),(())
아니,아니
안,안
하는,하는
학교,학교
있을,있을
수,수
(()),(())
전담을,전담을
해가지고,해가지고
그렇지,그렇지
(()),(())
수업,수업
안,안
해가지고,해가지고
하는건,하는건
전담은,전담은
체육전담만,체육전담만
하는거,하는거
부장,부장
맡아놓고는,맡아놓고는
과학,과학
부장,부장
(()),(())
체육,체육
수업은,수업은
하는,하는
거잖아,거잖아
체육,체육
수업은,수업은
하는데,하는데
일주일에,일주일에
많이도,많이도
안하는데,안하는데
그,그
사람이,사람이
그,그
공문을,공문을
(()),(())
그것도,그것도
수업,수업
시수가,시수가
정해져,정해져
(()),(())
몇시간,몇시간
이상,이상
해야되,해야되
(()),(())
수업도,수업도
공문도,공문도
하고,하고
해야,해야
되,되
그,그
정도는,정도는
하지,하지
업무,업무
맡은,맡은
건,건
있다고,있다고
선생들도,선생들도
하나도,하나도
안,안
맡으진,맡으진
않은데,않은데
아까,아까
말했잖아,말했잖아
이런,이런
업무가,업무가
있으면,있으면
그거,그거
하나하나를,하나하나를
다,다
나눠,나눠
가지고,가지고
선생도,선생도
한,한
두개쯤씩,두개쯤씩
가질,가질
수,수
있지,있지
교무부장이,교무부장이
많이,많이
오고,오고
뭐,뭐
그,그
어느,어느
부장이,부장이
많이,많이
오고,오고
또,또
실무원하고,실무원하고
그,그
선생님들도,선생님들도
많은,많은
것,것
중에는,중에는
몇,몇
개씩을,개씩을
맡은,맡은
것도,것도
있지만,있지만
그거는,그거는
그,그
사람하고,사람하고
닥,닥
교감이,교감이
오면,오면
다,다
영영영,영영영
(()),(())
(()),(())
(()),(())
아니,아니
아니,아니
수업만,수업만
한다는,한다는
건,건
아니고,아니고
기본,기본
맡은게,맡은게
아,아
많지,많지
안,안
하고,하고
거의,거의
조금이라고,조금이라고
그냥,그냥
다른,다른
것들을,것들을
지금,지금
완전,완전
달라진,달라진
나도,나도
(()),(())
작년까지,작년까지
학교,학교
해보면은,해보면은
나도,나도
작년까지,작년까지
학교,학교
학교,학교
가면,가면
선생님들,선생님들
공문에,공문에
죽어,죽어
(()),(())
똑같은,똑같은
학교에,학교에
다,다
들어와,들어와
열,열
들어오지,들어오지
아니,아니
공문은,공문은
똑같이,똑같이
다,다
들어와,들어와
(()),(())
쪽은,쪽은
학교나,학교나
다,다
들어오는디,들어오는디
(()),(())
편하기는,편하기는
하는데,하는데
그건,그건
맡은데,맡은데
그렇게,그렇게
많이,많이
조금밖에,조금밖에
안,안
준다고,준다고
담당,담당
담임,담임
선생님들한테는,선생님들한테는
여러개,여러개
맡질,맡질
안,안
옛날,옛날
같으면,같으면
그,그
실무원이나,실무원이나
다른,다른
사람들,사람들
많은,많은
거,거
가질,가질
걸,걸
다,다
가져야,가져야
될,될
거잖아.,거잖아.
그런데,그런데
그런,그런
것이,것이
엄청,엄청
많으니까,많으니까
&name1&네만,&name1&네만
해도,해도
일을,일을
다,다
못,못
할,할
정도로,정도로
그런대로,그런대로
다,다
일과,일과
같은걸,같은걸
무슨,무슨
실무원이,실무원이
그런,그런
것도,것도
다,다
하는거,하는거
봐바,봐바
(()),(())
학교별로,학교별로
(()),(())
실무원한테,실무원한테
주는,주는
업무,업무
(()),(())
유리도,유리도
너무,너무
중학교는,중학교는
초등하교,초등하교
가보니까,가보니까
업무가,업무가
정해진게,정해진게
완전,완전
잘도,잘도
많아,많아
그냥,그냥
그,그
말하는,말하는
거,거
봐바,봐바
뭐,뭐
컴퓨터,컴퓨터
그런,그런
관리,관리
뭐뭐,뭐뭐
또,또
환경,환경
보건,보건
그런거,그런거
다,다
보건,보건
선생님이,선생님이
하는거를,하는거를
다,다
하고,하고
그런걸,그런걸
너무,너무
많아,많아
그,그
시간,시간
안에,안에
못,못
맨날,맨날
주말에,주말에
가고,가고
평일,평일
날도,날도
맨날,맨날
아홉시에,아홉시에
(()),(())
관계된,관계된
공문은,공문은
가이가,가이가
다,다
다,다
해,해
(()),(())
마스크,마스크
(()),(())
다,다
사고,사고
(()),(())
그렇다니까,그렇다니까
보건,보건
출장은,출장은
어떻게,어떻게
가,가
다,다
가,가
보건,보건
선생님이,선생님이
같이,같이
수업받아,수업받아
아니,아니
저,저
교육받아,교육받아
완전,완전
보건,보건
딱,딱
정해져,정해져
족은,족은
학교들은,학교들은
보건,보건
선생이,선생이
없는,없는
학교는,학교는
무조건,무조건
실무원,실무원
다,다
보건,보건
그렇게,그렇게
우리가,우리가
옛날,옛날
거,거
담임들,담임들
있는,있는
사람한테,사람한테
담임들이,담임들이
옛날에,옛날에
했지,했지
이젠,이젠
실무원,실무원
실무원에,실무원에
그,그
&name1&네,&name1&네
학교가,학교가
아니아니,아니아니
행정,행정
실무원한테,실무원한테
너무,너무
많은,많은
업무를,업무를
주는,주는
건,건
아니,아니
아니아니,아니아니
딱,딱
정해져,정해져
실무원,실무원
뽑을,뽑을
때,때
부터,부터
실무원도,실무원도
옛날같이,옛날같이
공개채용,공개채용
(()),(())
필요한,필요한
만큼,만큼
(()),(())
그,그
안에,안에
업무가,업무가
업무가,업무가
다,다
정해져,정해져
전부,전부
정해서,정해서
(()),(())
근데,근데
그렇게,그렇게
많은,많은
시,시
(()),(())
아,아
그니까,그니까
왜,왜
거기,거기
들어가,들어가
들어가는거야.,들어가는거야.
아,아
해야지,해야지
일,일
하는거지,하는거지
거,거
안,안
해보면,해보면
모르잖아,모르잖아
어느만큼,어느만큼
바쁠지,바쁠지
이런,이런
것도,것도
그,그
학교에,학교에
들어간,들어간
아이가,아이가
한,한
달도,달도
안,안
지금,지금
휴직한,휴직한
것이,것이
그거잖아.,그거잖아.
그,그
발령받아,발령받아
가자마자,가자마자
자기는,자기는
학교,학교
해보지도,해보지도
그,그
-엄-,-엄-
엄,엄
그,그
((나이스)),((나이스))
같은,같은
것만,것만
해도,해도
딱,딱
하니깐,하니깐
바로,바로
며칠,며칠
그만둬야,그만둬야
못,못
이젠,이젠
애기가,애기가
있으니까,있으니까
육아휴직하면,육아휴직하면
누가,누가
말,말
일년,일년
된,된
거야,거야
지금,지금
김녕중학교도,김녕중학교도
육개월,육개월
그만두니까,그만두니까
들어간거라,들어간거라
삼월달,삼월달
삼,삼
사,사
오,오
육,육
칠월,칠월
행정실무원이,행정실무원이
너무,너무
이상한,이상한
것도,것도
많이,많이
준다,준다
(()),(())
{laughing},{laughing}
(()),(())
(()),(())
(()),(())
나한테,나한테
맨날,맨날
전화,전화
이마트,이마트
저기,저기
어디,어디
보룡약국,보룡약국
이젠,이젠
또,또
오늘도,오늘도
막,막
또,또
마스크,마스크
그냥,그냥
마스크는,마스크는
교육청에,교육청에
많이,많이
그냥,그냥
나머진,나머진
또,또
보건실에거,보건실에거
다,다
무슨,무슨
탄력,탄력
붕댄지,붕댄지
뭔지도,뭔지도
엄마,엄마
붕대가,붕대가
늘어나는,늘어나는
거,거
나한테,나한테
물어,물어
또,또
전화도,전화도
막,막
(()),(())
엄마,엄마
무슨,무슨
뭐는,뭐는
핫팩,핫팩
그런건,그런건
어디,어디
파는거,파는거
다,다
한다니까,한다니까
그러니까,그러니까
너무,너무
웃겨,웃겨
(()),(())
예,예
알아수다,알아수다
(()),(())
나,나
작년에,작년에
그,그
학교에서,학교에서
일,일
구하는,구하는
것도,것도
그,그
아빠네,아빠네
옛날,옛날
막,막
아빠네,아빠네
집에,집에
막,막
(()),(())
그러니까,그러니까
것도,것도
아침에,아침에
너무,너무
차,차
한잔,한잔
해도,해도
못,못
그날,그날
일과,일과
막,막
선생님도,선생님도
중학교,중학교
같은데는,같은데는
(()),(())
과목별로,과목별로
막,막
왔다,왔다
갔다,갔다
하고,하고
막,막
(()),(())
막,막
머리아프고,머리아프고
엄마,엄마
나,나
별걸,별걸
다,다
난,난
할줄,할줄
난,난
교무실에서,교무실에서
교무선생님,교무선생님
것만,것만
되는,되는
줄,줄
지,지
거,거
하기도,하기도
-버-,-버-
지금,지금
거기,거기
못,못
그,그
과학,과학
부장인가는,부장인가는
이젠,이젠
줬던,줬던
것도,것도
이젠,이젠
글로,글로
막,막
또,또
덜어,덜어
(()),(())
힘들어,힘들어
하고,하고
(()),(())
지난번에,지난번에
그만둘,그만둘
때는,때는
말,말
이거,이거
이제,이제
하면,하면
저기,저기
일도,일도
못,못
그만,그만
뽑아,뽑아
다른,다른
(()),(())
뽑아,뽑아
주지도,주지도
나,나
안,안
이,이
일을,일을
안,안
{laughing},{laughing}
나,나
이거,이거
몰라부난,몰라부난
이거,이거
시작했지,시작했지
(()),(())
못,못
자긴,자긴
안,안
할,할
생각으로,생각으로
막,막
이제,이제
알아지면,알아지면
일도,일도
(()),(())
처음에가,처음에가
이제,이제
보듯이도,보듯이도
안,안
한,한
것들,것들
하면,하면
요번에,요번에
두명,두명
면접,면접
본,본
사람도,사람도
교육계통에,교육계통에
하나도,하나도
안,안
그,그
사람들이,사람들이
안,안
이,이
사람들,사람들
당최,당최
못,못
막,막
얼마나,얼마나
자존심,자존심
(()),(())
(()),(())
실무원이,실무원이
(()),(())
뽑은게,뽑은게
아니고,아니고
(()),(())
그런,그런
일을,일을
전적으로,전적으로
하라고,하라고
우리,우리
&name1&,&name1&
그런,그런
쪽에,쪽에
(()),(())
팔년,팔년
칠,칠
팔년,팔년
일,일
한,한
아이잖아,아이잖아
못,못
그만,그만
둘,둘
그,그
업무를,업무를
딱딱,딱딱
거를,거를
안,안
못,못
하잖아,하잖아
못,못
그만두는,그만두는
수가,수가
있지만,있지만
아니니까,아니니까
못,못
하면은,하면은
지가,지가
시간,시간
막,막
할,할
수,수
밖에,밖에
없잖아,없잖아
지,지
시간,시간
많이,많이
(()),(())
행정실무원이,행정실무원이
옛날에,옛날에
완전,완전
초과,초과
근무,근무
하고,하고
완전,완전
지도,지도
지도,지도
지금,지금
초과근무,초과근무
막,막
자꾸,자꾸
해,해
왜냐면,왜냐면
지,지
안,안
할,할
수가,수가
없잖아.,없잖아.
거난,거난
교감,교감
교무부장,교무부장
도와주는,도와주는
거는,거는
필요가,필요가
전혀,전혀
없을,없을
것,것
같잖아,같잖아
근데,근데
업무가,업무가
업무를,업무를
그,그
업무에,업무에
대해서는,대해서는
지가,지가
요번에,요번에
방과후,방과후
그,그
교사,교사
채용하는,채용하는
것도,것도
다,다
해,해
막,막
너무,너무
많고,많고
하니까,하니까
그때,그때
교장이,교장이
여기서,여기서
진짜로,진짜로
안,안
좋은거,좋은거
말,말
저기,저기
채용,채용
같은거,같은거
솔직히,솔직히
너무,너무
자기,자기
실무원이,실무원이
(()),(())
자기,자기
생각도,생각도
못,못
좀,좀
하다,하다
그건,그건
부장한테,부장한테
했지,했지
하드라고,하드라고
안,안
하니까,하니까
너무,너무
미안해가지고,미안해가지고
그,그
부장은,부장은
지,지
일도,일도
너무,너무
했잖아,했잖아
그,그
행정,행정
실무원은,실무원은
학교마다,학교마다
하는,하는
일이,일이
달라?,달라?
아니,아니
그,그
업무가,업무가
(()),(())
응,응
채용,채용
할,할
(()),(())
다,다
-교-,-교-
교육청에서,교육청에서
채용할,채용할
때,때
(()),(())
아니,아니
있다니까,있다니까
너,너
옛날,옛날
그런,그런
실무원,실무원
그,그
학교에서,학교에서
뽑는,뽑는
그런게,그런게
이젠,이젠
교육청에서,교육청에서
아예,아예
딱,딱
정식,정식
직원으로,직원으로
(()),(())
채용,채용
공고,공고
경쟁률도,경쟁률도
엄청,엄청
세,세
막,막
교사,교사
자격증이,자격증이
있는,있는
사람들,사람들
완전,완전
요새,요새
취직하지,취직하지
못,못
(()),(())
아,아
자격증,자격증
있는데,있는데
(()),(())
뽑지고,뽑지고
하면은,하면은
교사,교사
자격증,자격증
있는,있는
사람들,사람들
다,다
김녕,김녕
중학교도,중학교도
그,그
아이,아이
삼월달에,삼월달에
너무,너무
못,못
그때,그때
그만두고,그만두고
칠월달에,칠월달에
그만두니까,그만두니까
그,그
들어,들어
간거지,간거지
(()),(())
다,다
줘,줘
초등학교,초등학교
(()),(())
학교가,학교가
더,더
줘,줘
작은,작은
학교가,학교가
더,더
줘,줘
왜냐하면,왜냐하면
그거,그거
막,막
작은,작은
학교는,학교는
((꼭꼭있고)),((꼭꼭있고))
큰,큰
학교들은,학교들은
오히려,오히려
교사가,교사가
많고,많고
좀,좀
그런,그런
하니깐,하니깐
있긴,있긴
있는데,있는데
초등학교,초등학교
없는,없는
작은,작은
학굔,학굔
거의,거의
다,다
있더라고요,있더라고요
작은,작은
학교를,학교를
주드라고,주드라고
작은,작은
학교가,학교가
이것,이것
저것,저것
안,안
자기,자기
이런건,이런건
줄,줄
완전,완전
룰룰랄라,룰룰랄라
(()),(())
김녕,김녕
중학교,중학교
가니까,가니까
중간에,중간에
가니깐,가니깐
업무가,업무가
좀,좀
덜,덜
있었는거,있었는거
중학교하고,중학교하고
초등학교,초등학교
틀리는,틀리는
중학교가,중학교가
엄청,엄청
본래,본래
옛날부터,옛날부터
일은,일은
저기,저기
(()),(())
더,더
많이,많이
해,해
학급도,학급도
많고,많고
또,또
아니,아니
업무,업무
자체가,자체가
업무,업무
자체가,자체가
중등은,중등은
공문도,공문도
적고,적고
중등,중등
선생님들은,선생님들은
배짱으로,배짱으로
이건,이건
안,안
(()),(())
꼼꼼하게도,꼼꼼하게도
(()),(())
(()),(())
다,다
해,해
놓으난,놓으난
옛날부터,옛날부터
김녕,김녕
중학교,중학교
가니까,가니까
(()),(())
그냥,그냥
쪼금,쪼금
그냥,그냥
이,이
시간만,시간만
있으면,있으면
스트레스,스트레스
안,안
받앙으네,받앙으네
쉬운,쉬운
일이니까,일이니까
막,막
좋은거,좋은거
이젠,이젠
간,간
거잖아.,거잖아.
가자마자,가자마자
그,그
부장이,부장이
오자마자,오자마자
일,일
자기,자기
막,막
한,한
이주,이주
동안,동안
이것도,이것도
하라,하라
저것도,저것도
이것도,이것도
다,다
(()),(())
꾸역꾸역,꾸역꾸역
막,막
꾸역꾸역,꾸역꾸역
너무,너무
시간이,시간이
걸려도,걸려도
해결이,해결이
안되고,안되고
막,막
맨날,맨날
늦게오지,늦게오지
막,막
아홉시,아홉시
넘어올,넘어올
때,때
많아,많아
거의,거의
늦게,늦게
와서,와서
거의,거의
왜냐하면,왜냐하면
그만두지,그만두지
않으면,않으면
안,안
못,못
하잖아,하잖아
자기가,자기가
쫄따구가,쫄따구가
나,나
이거,이거
못하겠습니다,못하겠습니다
(()),(())
지가,지가
안,안
되면,되면
그만두는,그만두는
거,거
밖에,밖에
안,안
되니까,되니까
부단히,부단히
주말에도,주말에도
있잖아,있잖아
초과,초과
그냥,그냥
초과,초과
내면,내면
또,또
또,또
튀나고,튀나고
교장한테,교장한테
말,말
난,난
실무원이,실무원이
초과,초과
내는거는,내는거는
상상도,상상도
못,못
교장한테,교장한테
막,막
교장이,교장이
(()),(())
이제,이제
지가,지가
해,해
안되니깐,안되니깐
그만,그만
두는,두는
수밖에,수밖에
없잖아,없잖아
까지,까지
해도,해도
까지,까지
해야만,해야만
되니까,되니까
그렇게는,그렇게는
하기,하기
싫다,싫다
이젠,이젠
나한테,나한테
(()),(())
종달,종달
종달,종달
교장하고,교장하고
저,저
교감,교감
일,일
많으나,많으나
이렇게,이렇게
모르죠,모르죠
학교마다,학교마다
조금,조금
다를,다를
수는,수는
있어도,있어도
그,그
회의,회의
가니까,가니까
실무원,실무원
(()),(())
행정,행정
실무원들도,실무원들도
지금,지금
막,막
막,막
(()),(())
데모하켜,데모하켜
데모는,데모는
모르겠는데,모르겠는데
(()),(())
(()),(())
우리나라는,우리나라는
이렇게,이렇게
하면,하면
돼,돼
이렇게,이렇게
하면,하면
참,참
세상이,세상이
달라졌잖아,달라졌잖아
{laughing},{laughing}
이렇게,이렇게
하면,하면
뭔가,뭔가
(()),(())
(()),(())
청원을,청원을
하든지,하든지
몇,몇
명,명
이상,이상
하면은,하면은
(()),(())
하든지,하든지
그,그
청원하면,청원하면
뭔가,뭔가
하잖아,하잖아
몇,몇
명,명
이상,이상
하면은,하면은
그래,그래
우리나라,우리나라
이상한게,이상한게
아니고,아니고
다른,다른
데도,데도
하는거,하는거
진짜?,진짜?
다른,다른
나라도,나라도
다른,다른
나라가,나라가
먼저,먼저
(()),(())
다른,다른
나라에서,나라에서
하는거,하는거
우리나라도,우리나라도
그,그
막,막
현대자동차,현대자동차
노조도,노조도
다,다
옛날에,옛날에
외국,외국
회사들이,회사들이
먼저,먼저
한거지,한거지
현대차는,현대차는
이번은,이번은
데모,데모
안,안
하니깐,하니깐
이젠,이젠
막,막
직원들이,직원들이
막,막
그,그
그,그
사원들이,사원들이
또,또
이제막,이제막
반대,반대
(()),(())
기아차에서는,기아차에서는
데모,데모
막,막
이제,이제
하더라고,하더라고
근디,근디
우리,우리
&name2&이도,&name2&이도
같은,같은
그룹이잖아,그룹이잖아
엄마,엄마
막,막
우리는,우리는
어부지리로,어부지리로
받기만,받기만
하믄,하믄
되잖아,되잖아
(()),(())
현대차는,현대차는
지금,지금
시기도,시기도
그냥,그냥
이번에,이번에
안,안
작년하고,작년하고
금년,금년
무,무
저기,저기
뭐,뭐
기아차는,기아차는
반대해가지고,반대해가지고
완전,완전
칠십,칠십
대,대
몇프로,몇프로
지금,지금
막,막
(()),(())
월급이,월급이
우리,우리
&name2&이,&name2&이
처음,처음
들어갈,들어갈
때보다,때보다
오른데,오른데
하나도,하나도
지금까지,지금까지
막,막
잘,잘
안,안
(()),(())
올해는,올해는
완전히,완전히
잘,잘
올해,올해
장사,장사
잘,잘
모비스도,모비스도
완전,완전
외국애들,외국애들
엄청,엄청
많이,많이
팔고,팔고
요번에,요번에
막,막
계속,계속
다음에,다음에
나오드라,나오드라
엄마,엄마
우린,우린
그냥,그냥
받으면,받으면
돼요,돼요
{laughing},{laughing}
근데,근데
작아진,작아진
건,건
맞아,맞아
/()),/())
데모,데모
하면은,하면은
주식은,주식은
안,안
주는,주는
대신에,대신에
첫해에,첫해에
들어가는,들어가는
(()),(())
성과급을,성과급을
이천만원,이천만원
받았잖아,받았잖아
성과급만,성과급만
첫해에,첫해에
급여,급여
말고,말고
점점점점,점점점점
줄어든,줄어든
데다가,데다가
작년에,작년에
금년에,금년에
(()),(())
주식으로는,주식으로는
주더라고,주더라고
주식,주식
열,열
주식인가를,주식인가를
하더라고,하더라고
그,그
한,한
이십,이십
몇,몇
만원짜리,만원짜리
너무,너무
저기,저기
더,더
줄어드니까,줄어드니까
회사만,회사만
돈만,돈만
하기도,하기도
하는,하는
것도,것도
틀린,틀린
건,건
아닌가,아닌가
봐,봐
그것이,그것이
다른,다른
데,데
좋은게,좋은게
아니고,아니고
회사가,회사가
돈,돈
막,막
돈,돈
많이,많이
생기는거지,생기는거지
무슨,무슨
사원들한테,사원들한테
안,안
돌아오면은,돌아오면은
그런데,그런데
또,또
다른데서는,다른데서는
무슨,무슨
귀족노조여,귀족노조여
수는,수는
